;Gene Symbol;Entrez;logFC;AveExpr;t;P.Value;adj.P.Val;B
16716846;ALDH18A1;5832;0.2362680788;3.1182941705;0.572529485;0.5733611496;0.8832703722;-5.6257619783
17108500;DKC1//SNORA56//MIR664B;1736;0.2472257754;4.232617703;0.5722610713;0.5735394688;0.8833215721;-5.6259056619
16691923;RNVU1-4;101954264;0.5447934996;4.8674183248;0.5722292507;0.5735606105;0.8833215721;-5.6259226914
17043609;AC006042.6;---;-0.2192899135;1.3870825933;-0.571986873;0.5737216602;0.88333702;-5.626052375
16865050;MIR518B;574474;0.2640169384;1.5645481107;0.571963985;0.5737368695;0.88333702;-5.6260646184
16966369;TMEM33;55161;0.2186186655;5.1766810403;0.5717834325;0.5738568556;0.8833714374;-5.6261611845
16894930;PUM2;23369;-0.2206232541;5.2512979595;-0.57159487;0.5739821784;0.8833714374;-5.6262620031
16838855;HGS;9146;0.2499285234;3.0631710958;0.5715551542;0.5740085761;0.8833714374;-5.6262832338
16821869;CDT1;81620;-0.2936613354;2.4780208117;-0.571372917;0.5741297111;0.8834299362;-5.6263806336
17046482;ZNF138;7697;-0.3072715544;1.5646957249;-0.5706251939;0.5746268667;0.8837368018;-5.6267799528
17088527;TLR4;7099;0.2467842561;1.2191235337;0.57056295;0.5746682621;0.8837368018;-5.6268131713
17108605;VAMP7;6845;0.2387807795;5.2526900872;0.5704713826;0.574729162;0.8837368018;-5.6268620328
16813265;RNU6-1111P;---;0.2809045594;1.0661687053;0.5704259447;0.5747593831;0.8837368018;-5.6268862762
16716350;ACTA2;59;-0.282992492;2.2258042559;-0.5703649749;0.5747999359;0.8837368018;-5.6269188037
17043230;WIPI2;26100;0.2367788695;2.2308893606;0.5700334387;0.5750204759;0.8837368018;-5.6270956203
16789955;RPPH1;85495;0.2585125535;3.8415467976;0.5700133432;0.575033845;0.8837368018;-5.6271063346
16788214;AL162151.4;---;-0.2194385824;2.0166302703;-0.5699677658;0.5750641671;0.8837368018;-5.6271306336
16661890;HCRTR1;3061;-0.2279333511;1.7304713395;-0.5699477181;0.5750775048;0.8837368018;-5.6271413212
16670452;RNU2-17P;---;0.2357805043;1.5903550817;0.5695683917;0.5753299007;0.8839455508;-5.6273434745
17016499;HIST1H1B;3009;-0.4973902193;3.5443742921;-0.5694935768;0.5753796877;0.8839455508;-5.62738333
16737944;RP11-17G12.2;---;0.284207221;1.8672629405;0.5691078849;0.5756363882;0.8840850806;-5.6275887165
17117613;ANKRD10-IT1;100505494;0.3133108397;2.544558731;0.5691071464;0.5756368797;0.8840850806;-5.6275891096
16817811;PPP4C;5531;-0.2543775843;4.7919433171;-0.5687457393;0.5758774702;0.8843267958;-5.627781442
16779661;MIR548X2;100616302;0.2853878847;1.6492802625;0.5684440041;0.576078376;0.8845047803;-5.627941928
17048967;ZKSCAN5;23660;0.2084229011;2.1296391707;0.5683213903;0.5761600267;0.8845047803;-5.62800712
16928411;IGLL3P;91353;0.2078875539;1.0632044083;0.5680189513;0.5763614512;0.8845047803;-5.6281678644
16993138;B4GALT7;11285;0.2503557135;2.0528037862;0.5679913097;0.5763798624;0.8845047803;-5.6281825517
16657821;ATAD3A//ATAD3B;55210;-0.3171164851;3.1340352105;-0.5678819128;0.5764527308;0.8845047803;-5.6282406724
16856226;FGF22;27006;-0.2299055004;1.2795952455;-0.5673914553;0.5767794781;0.8845047803;-5.6285011112
17009906;RP11-143A22.1;---;0.307227587;1.5019484728;0.5673063551;0.5768361822;0.8845047803;-5.6285462783
17103024;UBA1;7317;-0.2269929527;4.323555489;-0.5670978965;0.5769750947;0.8845047803;-5.6286568906
16972616;NEIL3;55247;-0.2860324027;2.2383627552;-0.567072732;0.5769918649;0.8845047803;-5.6286702407
17114680;MIR505;574508;-0.4474237217;1.2695516577;-0.5669395618;0.5770806169;0.8845047803;-5.6287408798
16812881;RNU6-1280P;---;-0.3883611753;4.5085588183;-0.5668274902;0.5771553131;0.8845047803;-5.628800315
16998906;MCC;4163;0.2500480517;1.9768710322;0.5668119945;0.5771656414;0.8845047803;-5.628808532
16774724;CYSLTR2;57105;0.2322465154;1.2359221323;0.5667458246;0.5772097466;0.8845047803;-5.6288436178
16995496;CTD-2263F21.1;---;0.226673592;1.3202613346;0.566711688;0.5772325008;0.8845047803;-5.6288617167
16942991;ARL13B;200894;-0.2941494721;2.7860677839;-0.5666978352;0.5772417347;0.8845047803;-5.628869061
16975918;SGCB;6443;-0.2413293712;4.2595387611;-0.5664656765;0.5773964967;0.8846143818;-5.628992119
17117517;NS3BP;171391;0.2383453591;1.556994523;0.5662751797;0.5775235016;0.8846814319;-5.6290930572
16889408;RP11-13J8.1;---;-0.2265606367;1.3408241908;-0.5660255123;0.5776899773;0.8848089175;-5.6292252985
16861232;ARHGAP33;115703;-0.3024922015;2.5707314066;-0.5653589899;0.5781345267;0.8852679773;-5.6295780596
16860959;USF2;7392;0.2243309701;5.6956340153;0.5653263691;0.5781562881;0.8852679773;-5.629595314
16773650;USPL1;10208;0.2657895328;4.0027245069;0.5649472819;0.5784092094;0.8855276688;-5.629795758
17050736;LSM8//NAA38;51691;-0.2380412736;4.7227032884;-0.5646142055;0.5786314791;0.8856652945;-5.6299717665
16881546;ALMS1-IT1;100874291;0.2597176455;2.6642107739;0.5639344755;0.5790852131;0.8856652945;-5.6303306471
16775421;UCHL3//RP11-29G8.3;7347;0.2381428901;3.6139624146;0.5639145743;0.5790985003;0.8856652945;-5.6303411481
16803932;GOLGA6L9//GOLGA6L10//GOLGA6L4//GOLGA6L5P//LOC102724093//GOLGA6L3//RP13-996F3.4//RP11-152F13.5//GOLGA6L17P//GOLGA6L5//RP11-152F13.8;440295;-0.2252953692;4.6881135144;-0.5638951417;0.5791114747;0.8856652945;-5.6303514016
17014421;LOC729603//RP11-288H12.3;729603;0.2247988944;2.3094930542;0.5637003409;0.5792415445;0.8856652945;-5.6304541677
16756299;CASC18//RP11-266E14.1;101929110;0.2172129163;1.3443613875;0.5635811855;0.5793211125;0.8856652945;-5.6305170105
16958464;ZNF148;7707;0.2271711783;4.2914582921;0.5633260818;0.5794914811;0.8856652945;-5.6306515098
16799077;CHRM5;1133;-0.2137575829;1.253938227;-0.5632911691;0.5795147991;0.8856652945;-5.6306699124
16871613;POLR2I;5438;-0.2792868709;5.9082333789;-0.5632639171;0.579533001;0.8856652945;-5.6306842762
16690879;RNU6-792P;---;-0.2839839624;1.1515415896;-0.5631581317;0.5796036587;0.8856652945;-5.6307400267
16929925;GCAT;23464;0.2020717609;2.20977708;0.5630922303;0.5796476788;0.8856652945;-5.6307747525
16699112;NSL1;25936;-0.2381450036;3.6639406249;-0.5630458591;0.5796786543;0.8856652945;-5.6307991849
16998019;MBLAC2;153364;-0.1939457879;1.2883281804;-0.5629429532;0.5797473974;0.8856652945;-5.6308533976
16958835;RNU6-823P;---;-0.2550587346;2.1957684458;-0.5628649106;0.579799534;0.8856652945;-5.6308945056
16843142;TEFM;79736;0.2434681772;1.9199207079;0.5627431476;0.579880883;0.8856652945;-5.6309586316
16950515;LOC101930660//RP11-380O24.1;101930660;0.2591859068;1.5122784288;0.5626543491;0.5799402122;0.8856652945;-5.6310053886
16668286;MIR197//GNAI3;406974;0.222121453;3.6272352969;0.5626047482;0.5799733536;0.8856652945;-5.6310315029
16697695;KIF14;9928;-0.3742761872;2.3609754408;-0.5625662139;0.5799991014;0.8856652945;-5.6310517893
16718230;MIR4482;100616323;-0.268165967;1.9111368992;-0.5624218159;0.5800955901;0.8856853802;-5.6311277956
16834634;DHX8;1659;0.2362161782;4.7787268441;0.5622491139;0.5802110024;0.8857343485;-5.6312186753
16940877;RBM5;10181;0.2073456276;5.5056352998;0.5618238584;0.5804952394;0.8859006713;-5.6314423397
16883751;MIR4772;100616157;-0.2374661915;1.2598068988;-0.5618195358;0.580498129;0.8859006713;-5.6314446123
16814083;SNRNP25;79622;0.3062891923;2.315423868;0.561711994;0.5805700203;0.8859006713;-5.6315011479
17093713;SIT1;27240;-0.4254779346;4.0454065036;-0.5612429522;0.5808836254;0.8860875186;-5.6317476049
16835433;CTD-2377D24.8;---;0.2138657515;1.4840702987;0.5612029964;0.5809103441;0.8860875186;-5.6317685903
16831442;TRPV2;51393;-0.2299618218;4.2741866845;-0.5611547787;0.5809425884;0.8860875186;-5.6317939132
16777448;SPATA13-AS1;100874231;-0.335601077;3.3931982904;-0.5605902654;0.5813201591;0.8865361817;-5.6320902267
16781838;TRAV5//YME1L1;---;-0.4641439526;2.6030310182;-0.5604252434;0.5814305562;0.8865773244;-5.6321767924
16864806;ZNF766;90321;-0.360297092;3.1529293327;-0.5602341235;0.5815584255;0.8866299677;-5.6322770176
16707551;CEP55;55165;-0.4056078997;3.1382098201;-0.5597409521;0.5818884488;0.8866299677;-5.632535489
16845856;LOC339192//CTD-2020K17.1;339192;0.2229884788;2.1507985055;0.5597236432;0.5819000334;0.8866299677;-5.6325445566
17038661;BRD2;6046;0.2133024232;6.6944272005;0.5596751175;0.5819325115;0.8866299677;-5.6325699763
17087992;FAM206A;54942;-0.2505236628;1.5414848264;-0.5596512002;0.5819485197;0.8866299677;-5.6325825044
16840548;MIR324;442898;-0.4203885147;4.4272141296;-0.5596256451;0.5819656243;0.8866299677;-5.6325958898
16986098;RP11-79P5.2;---;0.3123073138;2.423241281;0.5594311066;0.5820958412;0.8866504097;-5.6326977667
16812544;GOLGA6L10//RP13-996F3.4//GOLGA6L4//GOLGA6L9//GOLGA6L5P//GOLGA6L17P//LOC102724093//GOLGA6L3//GOLGA6L5//RP11-152F13.5;647042;-0.2161366132;4.788405866;-0.5593563361;0.5821458938;0.8866504097;-5.6327369139
16815439;ZNF174;7727;0.2429451077;2.9765960717;0.5590729076;0.5823356449;0.8868123276;-5.6328852608
16657845;SSU72;29101;0.2238635427;2.5104451515;0.5581799426;0.582933675;0.8872378593;-5.6333521652
16664072;LINC01144;400752;-0.2713904524;1.3969810814;-0.5581744734;0.5829373387;0.8872378593;-5.6333550227
17064939;NCAPG2;54892;-0.3590147125;2.2080112467;-0.5580612331;0.5830131994;0.8872378593;-5.6334141805
17004578;RP11-69L16.4;---;-0.2257384069;2.4019856056;-0.5580114034;0.5830465824;0.8872378593;-5.6334402083
16812894;LOC101929679//RP11-158M2.5;101929679;-0.3138429908;1.6001468592;-0.5579409436;0.583093788;0.8872378593;-5.6334770082
16776021;RNU6-83P;100873782;0.4211967134;3.3888214954;0.5579078468;0.5831159623;0.8872378593;-5.6334942925
17081022;PCAT2;103164619;0.225147086;1.7132740723;0.5577262203;0.5832376567;0.8872959942;-5.6335891265
16743751;MMP12;4321;-0.3118983009;1.1480207415;-0.5571922061;0.5835955338;0.8876213983;-5.6338677827
16682259;CROCCP2;84809;-0.242279222;1.7217566603;-0.5571578139;0.5836185859;0.8876213983;-5.6338857201
16748477;CDKN1B;1027;-0.2282807043;5.9457829773;-0.5566818493;0.5839376594;0.8877488635;-5.6341338529
17091551;RP11-229P13.23;---;-0.2187676141;1.9610029286;-0.5566649148;0.5839490134;0.8877488635;-5.6341426775
16713448;RNU6-885P;---;0.2272480899;1.8131315;0.5566012512;0.5839916988;0.8877488635;-5.6341758505
16844585;KRTAP2-3//KRTAP2-4;730755;-0.2459353694;1.6134568597;-0.556518303;0.5840473165;0.8877488635;-5.6342190665
17067632;WRN;7486;-0.252766102;3.5241370693;-0.5564098468;0.5841200416;0.8877488635;-5.6342755628
16884473;POLR1B;84172;0.2119350635;1.8028157958;0.5559493769;0.5844288594;0.8879817518;-5.6345153094
16880596;MDH1;4190;-0.2026973924;3.117958019;-0.5559322018;0.5844403795;0.8879817518;-5.634524248
16694593;MEF2D;4209;-0.2736341679;5.6051472973;-0.5552551484;0.5848946037;0.8883728468;-5.6348764011
16840766;LOC100128281;100128281;-0.2192275439;2.0710775996;-0.5551482701;0.5849663227;0.8883728468;-5.6349319534
17003065;CLTB;1212;0.260054304;3.217140498;0.5550708015;0.5850183096;0.8883728468;-5.6349722129
17060923;IFT22//RABL5;64792;0.3063951259;3.2928721418;0.5550501968;0.5850321372;0.8883728468;-5.63498292
16828272;CLEC18B;497190;0.2222808627;1.6463875888;0.554720243;0.585253588;0.8885821618;-5.6351543261
17072620;RNU6-442P;---;0.2528892662;1.3644771674;0.5542998338;0.5855358092;0.8888619092;-5.6353725796
17085040;TRMT10B;158234;-0.2796274564;3.7479751895;-0.5541966187;0.585605108;0.8888619092;-5.6354261388
17023377;RNA5SP217;---;0.5469612702;3.5418799817;0.5539136242;0.5857951321;0.8889117498;-5.6355729375
17070972;DPY19L4;286148;-0.2229342479;1.6052901618;-0.5538985995;0.5858052217;0.8889117498;-5.6355807293
16780771;RNY1P2;---;0.2303060073;1.6218169731;0.5536971208;0.5859405298;0.8889901429;-5.6356851962
16897218;AC017006.2;---;0.2259412799;1.4296207017;0.5533167561;0.5861960159;0.8892508217;-5.6358823154
17097636;LOC100505478;100505478;0.2099931918;2.2809701738;0.5530039678;0.5864061535;0.889442643;-5.6360443159
16878888;MIR558;693143;0.4454819813;2.3186943587;0.5528083988;0.5865375598;0.8895150094;-5.6361455607
16908223;AC007563.1;---;0.2180895394;1.3938383929;0.5525292691;0.5867251376;0.8895407871;-5.6362900043
16784935;RP11-1042B17.3;---;0.2213086083;1.8822428362;0.5525123696;0.5867364951;0.8895407871;-5.6362987472
16811884;FBXO22-AS1;692224;-0.3729075055;3.6884485269;-0.5524094728;0.5868056509;0.8895407871;-5.6363519747
17097895;PSMD5;5711;-0.2322870139;1.8025061085;-0.5521477532;0.5869815682;0.8896805629;-5.6364873165
16676144;LINC01353//RP11-134P9.3;100506775;-0.2943941871;2.9763295112;-0.5518367924;0.5871906175;0.889737455;-5.6366480416
16677278;ATF3;467;0.2686361476;3.6759168435;0.5518071539;0.5872105445;0.889737455;-5.6366633562
17028381;BRD2;6046;0.206535654;6.6961994412;0.5517083407;0.5872769824;0.889737455;-5.6367144084
16715361;P4HA1;5033;-0.2599097032;3.4317258229;-0.5515938453;0.5873539692;0.889737455;-5.6367735518
16869891;RASAL3;64926;-0.224591905;6.2806849078;-0.5513550989;0.5875145184;0.8897900902;-5.6368968397
16963685;MIR571;693156;-0.2980525373;1.7762750768;-0.5510275906;0.5877347927;0.8897900902;-5.6370658801
17070665;DECR1;1666;-0.2412924407;2.0963005975;-0.5509848994;0.5877635088;0.8897900902;-5.6370879076
17077502;TOX;9760;-0.3835829674;6.2292905474;-0.5509134977;0.5878115386;0.8897900902;-5.6371247453
16892246;ALPPL2;251;-0.2535599702;1.9646704641;-0.5507090001;0.5879491086;0.8897900902;-5.6372302244
17102955;RP2;6102;-0.3161583737;3.3938737406;-0.5504893103;0.5880969167;0.8897900902;-5.6373434975
16855355;RP11-839G9.1;---;0.3145442039;2.036877101;0.5503522687;0.5881891281;0.8897900902;-5.6374141346
17067771;SNORD13;692084;0.2361236021;11.0635055574;0.5501576235;0.5883201117;0.8897900902;-5.6375144338
16904734;RNU7-148P;---;0.2135582289;2.1341641938;0.5501519294;0.5883239437;0.8897900902;-5.6375173675
16964142;RNF4;6047;0.2174547995;5.0822531641;0.5501185069;0.5883464364;0.8897900902;-5.6375345862
17094224;ZNF658//ZNF658B//CTD-2173L22.4;26149;-0.2223074539;1.6813963515;-0.5498670903;0.5885156487;0.8897900902;-5.6376640796
16698782;MIR29C//MIR29B2//C1orf132;407026;-0.4082196538;1.875701785;-0.5496176817;0.5886835335;0.8897900902;-5.6377924822
16816197;CTB-193M12.1;---;-0.2343336855;1.5478818475;-0.5494305283;0.588809528;0.8897900902;-5.6378887971
16866548;TMEM259;91304;0.2677283902;5.287103351;0.5492542496;0.5889282137;0.8897900902;-5.6379794864
17022691;FYN;2534;-0.2189417181;4.0233835663;-0.5492371944;0.5889396973;0.8897900902;-5.6379882593
17117752;LOC102724129;102724129;0.2575581849;1.217805169;0.5492209254;0.5889506517;0.8897900902;-5.6379966275
16863705;SNAR-C2//SNAR-C5//SNAR-C1;100170218;0.2392060346;2.1946784244;0.5489167901;0.5891554532;0.8897900902;-5.6381530194
16984772;SNX18;112574;-0.2455870412;2.4009928505;-0.5485906796;0.5893750917;0.8897900902;-5.6383206182
17069677;CSPP1;79848;0.2238250386;3.8458818781;0.5485815938;0.5893812117;0.8897900902;-5.6383252863
16938654;KRT18P15//KRT18//MIR622//KRT18P17//KRT18P5//KRT18P31//KRT18P58//KRT18P18//KRT18P27//KRT18P24//KRT18P22//KRT18P52//KRT18P39//KRT18P32//KRT18P23//KRT18P65//KRT18P66//KRT18P25//KRT18P35//KRT18P14//KRT18P7;---;-0.2276293463;3.548047749;-0.5484596802;0.5894633326;0.8897900902;-5.6383879159
16875217;MIR371B//MIR371A//MIR372//CTD-3022G6.1;100616185;0.2165007637;1.3497362224;0.5483250307;0.5895540389;0.8897900902;-5.6384570726
17018425;TAF11;6882;0.2852379044;4.9433057835;0.5482166029;0.5896270861;0.8897900902;-5.6385127498
17012886;RNA5SP219;---;-0.2500166747;1.2669890742;-0.5481876406;0.5896465986;0.8897900902;-5.6385276199
16701612;RP11-407H12.8;---;-0.229111275;1.929409224;-0.5480961914;0.5897082119;0.8897900902;-5.638574568
16978251;ADH1C;126;0.2228552759;1.7931453938;0.5480111574;0.5897655059;0.8897900902;-5.6386182158
16816408;COQ7;10229;-0.2391917963;2.2469024201;-0.5480060611;0.5897689397;0.8897900902;-5.6386208315
17064379;SLC4A2//RP11-148K1.12;6522;-0.2169608007;2.4025610697;-0.5478506678;0.5898736477;0.8897900902;-5.638700577
16803947;CSPG4P8//LOC440300//CSPG4P12//CSPG4P5//CSPG4P11;---;0.2024178335;1.9119507194;0.5478296817;0.5898877893;0.8897900902;-5.638711345
16741142;ALDH3B2;222;0.2141087179;1.321741244;0.547469728;0.5901303735;0.8897900902;-5.6388959769
17014997;HUS1B;135458;-0.2757152383;2.0842567062;-0.5473897122;0.5901843053;0.8897900902;-5.6389370036
17088576;LOC100288842//RP11-27I1.4;100288842;-0.2133071173;1.7460559065;-0.5472366643;0.5902874689;0.8897900902;-5.6390154601
16942311;C3orf14;57415;0.2389171791;1.4286653542;0.5471997465;0.590312355;0.8897900902;-5.639034382
16949905;SDHAP2//LINC00969;727956;0.4955524421;2.6607705494;0.5471529476;0.5903439027;0.8897900902;-5.6390583666
16662993;RLF;6018;0.240352923;4.7666605783;0.5471344;0.5903564061;0.8897900902;-5.6390678718
16903427;ORC4;5000;-0.211495791;2.5201036316;-0.5471020752;0.5903781974;0.8897900902;-5.6390844367
16822904;SNORA10//RPS2//SNORA64;574042;0.3261425902;4.4300131264;0.5470657542;0.5904026831;0.8897900902;-5.6391030482
16918294;TSPY26P;128854;-0.2282700096;1.9950298967;-0.5463549557;0.5908819674;0.8903151612;-5.6394670345
17003050;NOP16;51491;-0.2286580872;3.2903955177;-0.5463006027;0.5909186251;0.8903151612;-5.6394948489
16717520;SNORA12;677800;0.6257193931;4.887346903;0.545981588;0.5911338027;0.8904690649;-5.6396580456
16985658;RAD17;5884;-0.239094389;3.4101840428;-0.5459007359;0.5911883442;0.8904690649;-5.639699392
16869596;LPHN1;22859;0.2212081131;2.1898888423;0.5454723136;0.5914773923;0.8906093219;-5.6399183813
17044285;MALSU1;115416;-0.2080341404;2.5185988438;-0.5454369576;0.5915012494;0.8906093219;-5.6399364461
16805109;PRC1-AS1;100507118;-0.2237522153;2.3927567855;-0.5453159378;0.5915829134;0.8906093219;-5.6399982718
17012546;TMEM200A;114801;0.2171477966;3.20046261;0.5452659372;0.5916166553;0.8906093219;-5.6400238118
16856153;TXNL4A;10907;-0.2038090145;5.0651193929;-0.5451058358;0.5917247031;0.8906458213;-5.6401055754
16708249;SCD;6319;0.2791124408;3.4213845961;0.5439945016;0.5924749791;0.8916335921;-5.640672492
16758872;RNU6-927P;---;0.3076799764;1.2293825989;0.5437935788;0.5926106748;0.8916335921;-5.6407748677
16903297;AC096558.1;---;-0.2280049386;1.8426723173;-0.5436406739;0.5927139513;0.8916335921;-5.6408527524
17081211;RNU6-1255P;---;0.3876975339;1.0277212264;0.5436368496;0.5927165345;0.8916335921;-5.6408547002
16762440;RP11-685B13.2;---;-0.2239009693;1.3395359821;-0.5431877834;0.5930198991;0.891845344;-5.6410833156
17052295;RAB19;401409;0.2234673236;1.9382239321;0.5431800461;0.5930251266;0.891845344;-5.641087253
16970923;SCOC;60592;0.1833504859;1.8584558;0.542811234;0.5932743344;0.8918709132;-5.6412748725
17019048;TREML3P;340206;0.2216220767;3.6466113143;0.5424881496;0.5934926861;0.8918709132;-5.6414391283
16669796;TXNIP;10628;-0.2242036035;7.7381900143;-0.5424796193;0.5934984517;0.8918709132;-5.6414434637
17108594;RP11-218L14.4;---;-0.2380755269;2.0346404835;-0.5424616436;0.5935106015;0.8918709132;-5.6414525997
16934187;RFPL2;10739;0.2287749213;1.6550828164;0.5422940074;0.5936239132;0.8918709132;-5.6415377844
16727224;BANF1;8815;-0.2700515367;4.2509859976;-0.5422913426;0.5936257146;0.8918709132;-5.6415391383
16894424;NOL10;79954;-0.2307969988;4.0788020299;-0.5422354965;0.5936634655;0.8918709132;-5.6415675109
16708668;RPARP-AS1//RP11-18I14.10;100505761;0.2360809699;2.7446323861;0.5421615327;0.5937134655;0.8918709132;-5.6416050837
16877888;EPT1;85465;0.2694960459;3.0989390003;0.5417782964;0.5939725688;0.8921340392;-5.6417996844
17034129;FLOT1;10211;-0.2280828817;3.2448811661;-0.5412753864;0.5943126672;0.8921493226;-5.6420548511
16702379;RP11-428L9.2;---;0.3241104055;1.1365941152;0.5411428981;0.5944022798;0.8921493226;-5.6421220349
16908650;ATG9A//ABCB6;79065;0.2515236337;1.2366977406;0.541085048;0.5944414106;0.8921493226;-5.6421513652
16774162;NHLRC3;387921;-0.2001685537;3.1221460264;-0.5410830391;0.5944427694;0.8921493226;-5.6421523837
16924143;KMT2C//BAGE2;58508;0.2169503676;7.3290745612;0.5410305945;0.594478245;0.8921493226;-5.6421789707
16983373;FAM105A;54491;-0.2527919865;3.4958673852;-0.5409654172;0.5945223349;0.8921493226;-5.6422120091
16708247;RNU6-422P;---;-0.2611861555;1.8872701903;-0.5408231106;0.5946186054;0.8921493226;-5.642284131
16720049;ATHL1;80162;0.3641562476;3.2379895259;0.5406663095;0.5947246903;0.8921493226;-5.6423635776
17029144;C6orf47;57827;-0.1945819521;1.9910909091;-0.5406176442;0.594757617;0.8921493226;-5.6423882303
17076634;ANK1;286;-0.2711714101;3.0392132691;-0.5403964511;0.5949072868;0.8921493226;-5.6425002547
16793818;LOC102723809//RP11-973N13.4;102723809;-0.2943443466;2.9409823704;-0.5403083852;0.5949668814;0.8921493226;-5.6425448438
16897560;PSME4;23198;0.2157206218;5.2060226356;0.5402741286;0.5949900639;0.8921493226;-5.6425621865
16712934;MIR604;693189;0.4083297842;2.0669559784;0.5395366912;0.5954892166;0.8923483328;-5.6429352629
16679897;RNU6-447P//RNU6-1118P//RNU6-1076P//RNU6-355P//RNU6-791P//RNU6-1100P//RNU6-860P//RNU6-1199P//RNU6-1217P//RNU6-1054P//RNU6-785P//RNU6-1319P//RNU6-747P//RNU6-241P//RNU6-705P//RNU6-177P;---;0.2335388504;1.069254956;0.5394528832;0.5955459572;0.8923483328;-5.642977631
17022190;ATG5;9474;0.2241490452;4.1964066972;0.5394358282;0.5955575042;0.8923483328;-5.6429862521
17080614;MRPL13;28998;-0.2141944612;4.0944963808;-0.5394156576;0.5955711609;0.8923483328;-5.6429964478
17065436;SPAG11B//SPAG11A;10407;-0.2154016143;1.2265435205;-0.5392878739;0.5956576812;0.8923483328;-5.6430610306
16788622;SNORD114-4;767580;-0.2197965969;1.2316655486;-0.5392197407;0.5957038156;0.8923483328;-5.6430954595
16984989;AC016644.1;---;-0.2624081208;3.6982776323;-0.5391015103;0.595783876;0.8923483328;-5.6431551934
16729670;TMEM126B;55863;-0.2101812236;4.4873785764;-0.538958565;0.5958806794;0.8923483328;-5.6432273972
16819856;CMTM3;123920;0.2446524186;3.4475756469;0.5387909056;0.5959942292;0.8923483328;-5.6433120608
17100655;MT-TW;---;-0.4087971592;6.3585779517;-0.5387045986;0.596052686;0.8923483328;-5.6433556336
16692624;HIST2H2BC;337873;0.3027220532;2.8816023703;0.5387017221;0.5960546343;0.8923483328;-5.6433570858
